run_id,source,profile_family,profile_variant,duration_s,sample_time_s,initial_hold_s,cooldown_s,seed,ambient_ref_start,t1_start,t2_start,t1_end,t2_end,q1_mean,q1_max,q2_mean,q2_max,n_segments_q1,n_segments_q2,coordination_mode,contains_short_segment,profile_signature,run_ok,comment
run_0001,model,q2_dominant,q2_dominant_v01,600,1.0,28,60,42,20.949499999999997,20.949499999999997,20.949499999999997,35.1307,38.675999999999995,22.508333333333333,30.0,51.90833333333333,90.0,4,4,q2_dominant,True,"{""coordination_mode"": ""q2_dominant"", ""family"": ""q2_dominant"", ""q1_max_bin"": 6, ""q1_mean_bin"": 5, ""q1_nseg"": 6, ""q2_max_bin"": 18, ""q2_mean_bin"": 10, ""q2_nseg"": 6, ""short"": 1}",True,
run_0002,model,staggered_steps,staggered_steps_v01,600,1.0,27,60,42,20.949499999999997,20.949499999999997,20.6272,31.585399999999996,32.552299999999995,37.95492487479132,95.0,51.31051752921536,95.0,5,5,staggered,True,"{""coordination_mode"": ""staggered"", ""family"": ""staggered_steps"", ""q1_max_bin"": 19, ""q1_mean_bin"": 8, ""q1_nseg"": 6, ""q2_max_bin"": 19, ""q2_mean_bin"": 10, ""q2_nseg"": 7, ""short"": 1}",True,
run_0003,model,q1_dominant,q1_dominant_v01,600,1.0,24,60,42,20.949499999999997,20.949499999999997,20.949499999999997,39.3206,31.585399999999996,44.39799331103679,90.0,25.28428093645485,35.0,5,5,q1_dominant,True,"{""coordination_mode"": ""q1_dominant"", ""family"": ""q1_dominant"", ""q1_max_bin"": 18, ""q1_mean_bin"": 9, ""q1_nseg"": 7, ""q2_max_bin"": 7, ""q2_mean_bin"": 5, ""q2_nseg"": 6, ""short"": 1}",True,
run_0004,model,coordinated,coordinated_v01,600,1.0,21,60,42,20.949499999999997,20.949499999999997,20.949499999999997,58.013999999999996,30.940799999999996,53.30833333333333,100.0,33.19166666666667,85.0,5,5,opposite_direction,True,"{""coordination_mode"": ""opposite_direction"", ""family"": ""coordinated"", ""q1_max_bin"": 20, ""q1_mean_bin"": 11, ""q1_nseg"": 7, ""q2_max_bin"": 17, ""q2_mean_bin"": 7, ""q2_nseg"": 7, ""short"": 1}",True,
run_0005,model,q2_dominant,q2_dominant_v01,600,1.0,30,60,42,20.788349999999998,20.949499999999997,20.949499999999997,35.775299999999994,31.9077,22.362270450751254,40.0,46.068447412353926,95.0,5,5,q2_dominant,True,"{""coordination_mode"": ""q2_dominant"", ""family"": ""q2_dominant"", ""q1_max_bin"": 8, ""q1_mean_bin"": 4, ""q1_nseg"": 7, ""q2_max_bin"": 19, ""q2_mean_bin"": 9, ""q2_nseg"": 7, ""short"": 1}",True,
run_0006,model,staggered_steps,staggered_steps_v01,600,1.0,23,60,42,20.949499999999997,20.949499999999997,20.949499999999997,41.2544,33.841499999999996,27.262103505843072,70.0,34.72454090150251,80.0,4,4,staggered,True,"{""coordination_mode"": ""staggered"", ""family"": ""staggered_steps"", ""q1_max_bin"": 14, ""q1_mean_bin"": 5, ""q1_nseg"": 6, ""q2_max_bin"": 16, ""q2_mean_bin"": 7, ""q2_nseg"": 6, ""short"": 1}",True,
run_0007,model,q2_dominant,q2_dominant_v01,600,1.0,27,60,42,20.949499999999997,20.949499999999997,20.949499999999997,35.775299999999994,37.064499999999995,16.783333333333335,45.0,49.80833333333333,95.0,5,5,q2_dominant,True,"{""coordination_mode"": ""q2_dominant"", ""family"": ""q2_dominant"", ""q1_max_bin"": 9, ""q1_mean_bin"": 3, ""q1_nseg"": 6, ""q2_max_bin"": 19, ""q2_mean_bin"": 10, ""q2_nseg"": 7, ""short"": 1}",True,
run_0008,model,coordinated,coordinated_v01,600,1.0,28,60,42,20.949499999999997,20.949499999999997,20.949499999999997,57.3694,43.188199999999995,51.26878130217028,90.0,48.92153589315526,85.0,5,5,same_direction,True,"{""coordination_mode"": ""same_direction"", ""family"": ""coordinated"", ""q1_max_bin"": 18, ""q1_mean_bin"": 10, ""q1_nseg"": 6, ""q2_max_bin"": 17, ""q2_mean_bin"": 10, ""q2_nseg"": 7, ""short"": 1}",True,
run_0009,model,q2_dominant,q2_dominant_v01,600,1.0,22,60,42,20.788349999999998,20.949499999999997,20.6272,24.1725,28.362399999999997,1.6916666666666667,25.0,39.78333333333333,95.0,5,5,q2_dominant,True,"{""coordination_mode"": ""q2_dominant"", ""family"": ""q2_dominant"", ""q1_max_bin"": 5, ""q1_mean_bin"": 0, ""q1_nseg"": 5, ""q2_max_bin"": 19, ""q2_mean_bin"": 8, ""q2_nseg"": 6, ""short"": 1}",True,
run_0010,model,q2_dominant,q2_dominant_v01,600,1.0,28,60,42,20.949499999999997,20.949499999999997,20.6272,27.3955,34.163799999999995,6.482412060301508,25.0,43.333333333333336,65.0,4,4,q2_dominant,True,"{""coordination_mode"": ""q2_dominant"", ""family"": ""q2_dominant"", ""q1_max_bin"": 5, ""q1_mean_bin"": 1, ""q1_nseg"": 5, ""q2_max_bin"": 13, ""q2_mean_bin"": 9, ""q2_nseg"": 5, ""short"": 1}",True,
